player,total_runs,balls_faced,fours,sixes,innings_played,strike_rate,dot_ball_pct,dismissals,batting_average,runs_conceded,balls_bowled,bowling_innings,wickets_taken,economy_rate,bowling_strike_rate,all_rounder_score,cluster,cluster_label
SS Tiwary,1494,1291,111,50,73,115.72424477149497,37.10302091402014,52,28.73076923076923,0.0,0.0,0.0,0.0,0.0,0.0,20.15,1,Key Bowler
ST Jayasuriya,768,573,84,39,30,134.03141361256544,50.95986038394416,28,27.428571428571427,396.0,301.0,21.0,16.0,7.893687707641196,18.8125,25.79,1,Key Bowler
STR Binny,880,700,66,35,66,125.71428571428572,38.285714285714285,46,19.130434782608692,763.0,611.0,63.0,28.0,7.4926350245499185,21.821428571428573,20.68,1,Key Bowler
SV Samson,4419,3270,352,206,162,135.1376146788991,36.20795107033639,144,30.6875,0.0,0.0,0.0,0.0,0.0,0.0,25.33,0,Elite All-Rounder
SW Billings,503,399,40,20,27,126.06516290726816,38.095238095238095,26,19.346153846153847,0.0,0.0,0.0,0.0,0.0,0.0,14.57,1,Key Bowler
Sachin Baby,144,123,11,5,11,117.07317073170732,40.65040650406504,9,16.0,0.0,0.0,0.0,0.0,0.0,0.0,11.01,1,Key Bowler
Salman Butt,193,172,30,2,7,112.2093023255814,50.0,7,27.571428571428573,0.0,0.0,0.0,0.0,0.0,0.0,18.7,1,Key Bowler
Sandeep Sharma,54,73,4,0,25,73.97260273972603,45.20547945205479,6,9.0,3758.0,2925.0,126.0,153.0,7.708717948717949,19.11764705882353,36.96,1,Key Bowler
Shahbaz Ahmed,536,467,28,25,37,114.77516059957172,38.97216274089936,28,19.142857142857142,850.0,549.0,42.0,21.0,9.289617486338798,26.142857142857142,16.87,1,Key Bowler
Shakib Al Hasan,795,665,73,21,52,119.54887218045114,35.93984962406015,41,19.390243902439025,1864.0,1515.0,70.0,71.0,7.3821782178217825,21.338028169014084,30.07,1,Key Bowler
Shashank Singh,423,272,33,25,19,155.51470588235296,32.72058823529412,12,35.25,0.0,0.0,0.0,0.0,0.0,0.0,33.73,1,Key Bowler
Shivam Mavi,51,58,4,2,11,87.93103448275862,55.172413793103445,9,5.666666666666667,958.0,687.0,32.0,33.0,8.366812227074236,20.818181818181817,9.03,1,Key Bowler
Shubman Gill,3216,2432,310,95,99,132.23684210526315,33.84046052631579,85,37.83529411764706,0.0,0.0,0.0,0.0,0.0,0.0,30.72,0,Elite All-Rounder
Sikandar Raza,182,143,12,8,9,127.27272727272728,41.25874125874126,7,26.0,146.0,88.0,7.0,3.0,9.954545454545457,29.33333333333333,20.56,1,Key Bowler
T Kohler-Cadmore,48,54,7,1,3,88.88888888888889,61.11111111111112,3,16.0,0.0,0.0,0.0,0.0,0.0,0.0,8.18,1,Key Bowler
T Stubbs,405,239,26,26,17,169.4560669456067,26.778242677824267,11,36.81818181818182,0.0,0.0,0.0,0.0,0.0,0.0,38.5,1,Key Bowler
TA Boult,83,82,5,3,22,101.21951219512196,46.34146341463415,8,10.375,3286.0,2428.0,103.0,128.0,8.120263591433279,18.96875,32.48,1,Key Bowler
TG Southee,120,108,8,4,19,111.11111111111111,43.51851851851852,13,9.23076923076923,1774.0,1262.0,54.0,57.0,8.434231378763867,22.140350877192983,17.1,1,Key Bowler
TH David,659,417,38,46,35,158.0335731414868,33.57314148681056,23,28.65217391304348,0.0,0.0,0.0,0.0,0.0,0.0,27.73,1,Key Bowler
TK Curran,127,108,10,3,10,117.59259259259258,34.25925925925926,5,25.4,432.0,252.0,13.0,13.0,10.285714285714286,19.384615384615383,20.16,1,Key Bowler
TL Suman,676,587,55,26,39,115.1618398637138,43.4412265758092,32,21.125,198.0,152.0,11.0,7.0,7.815789473684211,21.714285714285715,16.05,1,Key Bowler
TM Dilshan,1153,1047,140,24,50,110.12416427889208,46.99140401146132,43,26.813953488372093,368.0,275.0,25.0,5.0,8.02909090909091,55.0,18.86,1,Key Bowler
TM Head,772,458,76,40,25,168.5589519650655,31.877729257641924,21,36.76190476190476,0.0,0.0,0.0,0.0,0.0,0.0,38.23,1,Key Bowler
TR Birt,75,59,9,2,5,127.1186440677966,45.76271186440678,5,15.0,0.0,0.0,0.0,0.0,0.0,0.0,11.23,1,Key Bowler
Tilak Varma,1156,830,90,58,38,139.27710843373492,34.81927710843373,29,39.86206896551724,0.0,0.0,0.0,0.0,0.0,0.0,34.17,1,Key Bowler
UBT Chand,300,314,32,9,20,95.54140127388536,54.14012738853503,20,15.0,0.0,0.0,0.0,0.0,0.0,0.0,8.24,1,Key Bowler
UT Khawaja,127,105,14,3,6,120.95238095238096,40.95238095238095,6,21.166666666666668,0.0,0.0,0.0,0.0,0.0,0.0,15.34,1,Key Bowler
UT Yadav,208,211,16,9,48,98.5781990521327,50.23696682464455,21,9.904761904761903,4442.0,3190.0,147.0,163.0,8.354858934169279,19.570552147239265,38.35,1,Key Bowler
V Kohli,8014,6236,708,273,244,128.51186658114176,35.24695317511225,207,38.71497584541063,371.0,264.0,26.0,5.0,8.431818181818182,52.8,31.54,0,Elite All-Rounder
V Sehwag,2728,1833,334,106,104,148.82705946535734,40.207310420076375,99,27.55555555555556,236.0,138.0,15.0,6.0,10.26086956521739,23.0,26.03,0,Elite All-Rounder
V Shankar,1115,890,80,45,58,125.2808988764045,35.056179775280896,44,25.34090909090909,344.0,258.0,22.0,12.0,8.0,21.5,21.74,1,Key Bowler
VR Aaron,50,73,2,2,12,68.4931506849315,58.9041095890411,5,10.0,1527.0,1065.0,50.0,46.0,8.60281690140845,23.15217391304348,12.57,1,Key Bowler
VR Iyer,1326,1000,121,61,49,132.6,40.5,42,31.571428571428573,145.0,84.0,9.0,3.0,10.357142857142858,28.0,26.06,1,Key Bowler
VVS Laxman,282,271,33,5,20,104.0590405904059,45.38745387453875,19,14.842105263157896,0.0,0.0,0.0,0.0,0.0,0.0,8.94,1,Key Bowler
Vishnu Vinod,56,58,3,3,6,96.55172413793105,46.55172413793103,6,9.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,4.9,1,Key Bowler
W Jaffer,130,129,14,3,8,100.7751937984496,49.6124031007752,8,16.25,0.0,0.0,0.0,0.0,0.0,0.0,9.53,1,Key Bowler
WA Mota,56,76,2,0,8,73.68421052631578,39.47368421052632,6,9.333333333333334,98.0,75.0,7.0,4.0,7.84,18.75,4.41,1,Key Bowler
WD Parnell,65,86,4,1,13,75.5813953488372,50.0,10,6.5,968.0,758.0,33.0,40.0,7.662269129287599,18.95,11.14,1,Key Bowler
WG Jacks,230,133,16,18,8,172.93233082706766,36.09022556390977,7,32.857142857142854,0.0,0.0,0.0,0.0,0.0,0.0,34.99,1,Key Bowler
WP Saha,2934,2368,296,87,143,123.90202702702702,39.4847972972973,121,24.24793388429752,0.0,0.0,0.0,0.0,0.0,0.0,18.13,0,Elite All-Rounder
WPUJC Vaas,81,73,2,3,11,110.95890410958904,32.87671232876712,8,10.125,364.0,288.0,13.0,22.0,7.583333333333333,13.090909090909092,11.2,1,Key Bowler
Washington Sundar,378,341,32,9,38,110.85043988269794,39.589442815249264,28,13.5,1335.0,1064.0,58.0,39.0,7.5281954887218046,27.28205128205128,17.4,1,Key Bowler
Y Nagar,285,271,20,9,20,105.1660516605166,41.69741697416974,14,20.357142857142858,125.0,72.0,8.0,4.0,10.416666666666666,18.0,13.35,1,Key Bowler
Y Venugopal Rao,985,865,77,37,52,113.8728323699422,41.04046242774567,44,22.38636363636364,338.0,222.0,20.0,7.0,9.135135135135137,31.714285714285715,16.56,1,Key Bowler
YBK Jaiswal,1607,1095,199,64,52,146.7579908675799,41.917808219178085,50,32.14,0.0,0.0,0.0,0.0,0.0,0.0,28.91,0,Elite All-Rounder
YK Pathan,3222,2334,263,161,153,138.04627249357327,37.36075407026564,110,29.29090909090909,1443.0,1184.0,82.0,46.0,7.3125,25.73913043478261,35.31,0,Elite All-Rounder
YS Chahal,37,89,0,0,17,41.57303370786517,64.04494382022472,7,5.285714285714286,4681.0,3628.0,159.0,213.0,7.741455347298787,17.03286384976526,47.11,1,Key Bowler
YV Takawale,192,183,26,3,10,104.91803278688523,54.644808743169406,8,24.0,0.0,0.0,0.0,0.0,0.0,0.0,15.07,1,Key Bowler
Yashpal Singh,47,67,5,0,4,70.1492537313433,58.2089552238806,4,11.75,0.0,0.0,0.0,0.0,0.0,0.0,4.41,1,Key Bowler
Yuvraj Singh,2754,2207,218,149,126,124.78477571363842,44.26823742637064,111,24.81081081081081,1091.0,882.0,73.0,39.0,7.421768707482993,22.615384615384617,27.59,0,Elite All-Rounder
Z Khan,117,141,11,2,27,82.97872340425532,52.4822695035461,14,8.357142857142858,2860.0,2276.0,99.0,119.0,7.539543057996485,19.126050420168067,30.27,1,Key Bowler
